Condition_numeric,type,condition_category,Strain,corrected_individual_rate,corrected_individual_OD,order,Species,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,phylum_color,class_color,order_color,family_color
3,osmolality,lowest osmolality,Lacticaseibacillus casei HA108,0.359768236,1.016,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus casei HA108,0.363806993,1.049,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus casei HA108,0.369652327,1.072,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus casei HA108,0.319672446,0.967,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus casei HA108,0.319359418,0.977,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus casei HA108,0.325791699,1.009,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus casei HA108,0.08038365,0.62,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus casei HA108,0.085809162,0.613,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus casei HA108,0.104563153,0.678,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus casei HA108,0.00079752,0.081,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus casei HA108,0.001086892,0.065,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus casei HA108,0.001445537,0.062,41,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,pH,pH 4,Lacticaseibacillus casei Lc-11,0.066480143,1.024,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,pH,pH 4,Lacticaseibacillus casei Lc-11,0.067153776,1.067,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,pH,pH 4,Lacticaseibacillus casei Lc-11,0.06138621,0.987,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,pH,pH 5.5,Lacticaseibacillus casei Lc-11,0.360264007,0.928,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,pH,pH 5.5,Lacticaseibacillus casei Lc-11,0.352507254,0.925,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,pH,pH 5.5,Lacticaseibacillus casei Lc-11,0.343597545,0.92,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,pH,pH 6.9,Lacticaseibacillus casei Lc-11,0.287116215,1.213,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,pH,pH 6.9,Lacticaseibacillus casei Lc-11,0.300036745,1.361,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,pH,pH 6.9,Lacticaseibacillus casei Lc-11,0.289944417,1.236,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,pH,pH 7.4,Lacticaseibacillus casei Lc-11,0.285631628,1.276,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,pH,pH 7.4,Lacticaseibacillus casei Lc-11,0.361912619,1.315,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,pH,pH 7.4,Lacticaseibacillus casei Lc-11,0.295133773,1.306,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,osmolality,lowest osmolality,Lacticaseibacillus casei Lc-11,0.26546278,0.477222222,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,osmolality,lowest osmolality,Lacticaseibacillus casei Lc-11,0.264846689,0.477222222,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,osmolality,lowest osmolality,Lacticaseibacillus casei Lc-11,0.265797364,0.477222222,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,osmolality,~890 mOsm/kg,Lacticaseibacillus casei Lc-11,0.217109411,0.698611111,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,osmolality,~890 mOsm/kg,Lacticaseibacillus casei Lc-11,0.200878724,0.477222222,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,osmolality,~890 mOsm/kg,Lacticaseibacillus casei Lc-11,0.221855513,0.698611111,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1170 mOsm/kg,Lacticaseibacillus casei Lc-11,0.153238518,0.920277778,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1170 mOsm/kg,Lacticaseibacillus casei Lc-11,0.145499882,0.698611111,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1170 mOsm/kg,Lacticaseibacillus casei Lc-11,0.14617021,0.698611111,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,osmolality,~1800 mOsm/kg,Lacticaseibacillus casei Lc-11,0.145405374,0.920277778,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,osmolality,~1800 mOsm/kg,Lacticaseibacillus casei Lc-11,0.12297352,0.920277778,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,osmolality,~1800 mOsm/kg,Lacticaseibacillus casei Lc-11,0.120501289,1.141944444,42,Lacticaseibacillus casei,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lacticaseibacillus rhamnosus GG ATCC 53103,0.051203731,0.381,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lacticaseibacillus rhamnosus GG ATCC 53103,0.033344718,0.261,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lacticaseibacillus rhamnosus GG ATCC 53103,0.052931926,0.539,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lacticaseibacillus rhamnosus GG ATCC 53103,0.333460401,1.056,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lacticaseibacillus rhamnosus GG ATCC 53103,0.319960566,1.043,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lacticaseibacillus rhamnosus GG ATCC 53103,0.318721253,1.061,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lacticaseibacillus rhamnosus GG ATCC 53103,0.43600396,1.195,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lacticaseibacillus rhamnosus GG ATCC 53103,0.438291411,1.16,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lacticaseibacillus rhamnosus GG ATCC 53103,0.429298017,1.188,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lacticaseibacillus rhamnosus GG ATCC 53103,0.394082734,1.199,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lacticaseibacillus rhamnosus GG ATCC 53103,0.374865805,1.172,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lacticaseibacillus rhamnosus GG ATCC 53103,0.391379028,1.184,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus rhamnosus GG ATCC 53103,0.39141062,1.093,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus rhamnosus GG ATCC 53103,0.372382717,1.059,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus rhamnosus GG ATCC 53103,0.360103046,1.025,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.333048108,1.065,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.350521623,1.047,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.34496424,1.077,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.239707925,0.965,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.229819578,0.924,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.255291115,0.99,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.024949843,0.421,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.014561408,0.243,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus rhamnosus GG ATCC 53103,0.030242952,0.565,43,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lacticaseibacillus rhamnosus HA-114,0.001244201,0.071,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lacticaseibacillus rhamnosus HA-114,0.000824159,0.049,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lacticaseibacillus rhamnosus HA-114,0.001310629,0.067,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lacticaseibacillus rhamnosus HA-114,0.513021811,1.171,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lacticaseibacillus rhamnosus HA-114,0.508357584,1.16,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lacticaseibacillus rhamnosus HA-114,0.489708149,1.153,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lacticaseibacillus rhamnosus HA-114,0.58688059,1.075,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lacticaseibacillus rhamnosus HA-114,0.578483876,1.046,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lacticaseibacillus rhamnosus HA-114,0.618387837,1.105,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lacticaseibacillus rhamnosus HA-114,0.455400057,0.982,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lacticaseibacillus rhamnosus HA-114,0.451684389,0.925,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lacticaseibacillus rhamnosus HA-114,0.444860792,0.962,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus rhamnosus HA-114,0.598272505,1.153,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus rhamnosus HA-114,0.563677012,1.093,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lacticaseibacillus rhamnosus HA-114,0.606602662,1.143,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0.512522749,0.991,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0.547347997,0.999,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0.562849679,1.021,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0.353227398,0.851,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0.343103296,0.809,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0.393339157,0.933,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0,0,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0,0,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lacticaseibacillus rhamnosus HA-114,0,0,44,Lacticaseibacillus rhamnosus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum A138,0.0484489,0.659,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum A138,0.049652272,0.652,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum A138,0.043373199,0.618,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum A138,0.212008404,0.99,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum A138,0.233566746,1.062,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum A138,0.21198367,0.997,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum A138,0.369868805,1.176,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum A138,0.325843676,1.139,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum A138,0.35796135,1.153,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum A138,0.307734223,1.136,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum A138,0.288180411,1.136,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum A138,0.284238901,1.076,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum A138,0.349727144,1.204,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum A138,0.358395612,1.213,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum A138,0.323864273,1.149,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum A138,0.335662192,1.16,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum A138,0.294391064,1.08,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum A138,0.348591723,1.186,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum A138,0.280186464,1.099,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum A138,0.255937521,1.025,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
