Condition_numeric,type,condition_category,Strain,category_magnitude,delta_pH,corrected_individual_rate,corrected_individual_OD,corrected_lag_time,condition,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,,,,
7,pH,pH 6.9,Escherichia coli p19A,2,-0.044307008,0.268377344,0.841,1.363333333,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
8,pH,pH 7.4,Escherichia coli p19A,1,0.24464583,0.403651844,0.989,1.363333333,7.3,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
8,pH,pH 7.4,Escherichia coli p19A,1,0.237049835,0.426825359,1.069,1.141666667,7.3,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
8,pH,pH 7.4,Escherichia coli p19A,1,0.207075829,0.44939867,1.041,1.141666667,7.3,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
3,osmolality,condition 1: lowest osmolality,Escherichia fergusonii NM84,1,0.34188805,0.543521634,1.328,0.477222222,446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
3,osmolality,condition 1: lowest osmolality,Escherichia fergusonii NM84,1,0.373255886,0.546974674,1.263,0.698888889,446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
3,osmolality,condition 1: lowest osmolality,Escherichia fergusonii NM84,1,-0.231434467,0.552483438,1.288,0.477222222,446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Escherichia fergusonii NM84,2,0.438085231,0.410807059,1.255,0.698888889,891,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Escherichia fergusonii NM84,2,0.364248253,0.431953649,1.284,0.698888889,891,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Escherichia fergusonii NM84,2,0.396833197,0.437742447,1.303,0.698888889,891,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Escherichia fergusonii NM84,3,0.495163783,0.365605596,1.206,0.920277778,1179,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Escherichia fergusonii NM84,3,0.497519346,0.38096734,1.243,0.698888889,1179,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Escherichia fergusonii NM84,3,0.476095879,0.38754677,1.252,0.698888889,1179,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Escherichia fergusonii NM84,4,0.50790819,0.199228246,1.064,1.142222222,1784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Escherichia fergusonii NM84,4,0,0.204124581,0.945,0.033888889,1784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Escherichia fergusonii NM84,4,0.475977087,0.243075421,1.128,0.920277778,1784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
5,pH,pH 4,Escherichia fergusonii NM84,4,0,0,0,0,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
5,pH,pH 4,Escherichia fergusonii NM84,4,0,0,0,0,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
5,pH,pH 4,Escherichia fergusonii NM84,4,0,0,0,0,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
6,pH,pH 5.5,Escherichia fergusonii NM84,3,0.282298418,0.012599021,0.212,2.915555556,5.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
6,pH,pH 5.5,Escherichia fergusonii NM84,3,0.261868756,0.015630812,0.318,2.250555556,5.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
6,pH,pH 5.5,Escherichia fergusonii NM84,3,0.263254422,0.016006289,0.26,2.250555556,5.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
7,pH,pH 6.9,Escherichia fergusonii NM84,2,0.68822036,0.486912436,1.275,0.698888889,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
7,pH,pH 6.9,Escherichia fergusonii NM84,2,0.644448287,0.502866159,1.31,0.698888889,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
7,pH,pH 6.9,Escherichia fergusonii NM84,2,0.482030186,0.50407362,1.304,0.477222222,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
8,pH,pH 7.4,Escherichia fergusonii NM84,1,0,0.471595949,1.26,0.033888889,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
8,pH,pH 7.4,Escherichia fergusonii NM84,1,0.271857318,0.572624586,1.349,0.698888889,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
8,pH,pH 7.4,Escherichia fergusonii NM84,1,0.327055677,0.595559025,1.379,0.477222222,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia-Shigella,,,,
3,osmolality,condition 1: lowest osmolality,Eubacterium ventriosum VPI 1013B ATCC 27560,1,NaN,0.273469708,0.938,19.31805556,434,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
3,osmolality,condition 1: lowest osmolality,Eubacterium ventriosum VPI 1013B ATCC 27560,1,NaN,0.280165446,0.9,19.31805556,434,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
3,osmolality,condition 1: lowest osmolality,Eubacterium ventriosum VPI 1013B ATCC 27560,1,NaN,0.309371292,0.929,18.87472222,434,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,2,NaN,0.098853885,0.64,97.16361111,896,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,2,NaN,0.099626099,0.649,84.95972222,896,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,2,NaN,0.170352321,0.798,66.32583333,896,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,3,0,0,0,0,1173,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,3,0,0,0,0,1173,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,3,0,0,0,0,1173,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,4,0,0,0,0,1823,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,4,0,0,0,0,1823,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Eubacterium ventriosum VPI 1013B ATCC 27560,4,0,0,0,0,1823,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
5,pH,pH 4,Eubacterium ventriosum VPI 1013B ATCC 27560,4,0,0,0,0,4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
5,pH,pH 4,Eubacterium ventriosum VPI 1013B ATCC 27560,4,0,0,0,0,4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
5,pH,pH 4,Eubacterium ventriosum VPI 1013B ATCC 27560,4,0,0,0,0,4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
6,pH,pH 5.5,Eubacterium ventriosum VPI 1013B ATCC 27560,3,0.427637509,0.024886409,0.241,65.21694444,5.5,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
6,pH,pH 5.5,Eubacterium ventriosum VPI 1013B ATCC 27560,3,0.233994952,0.026550823,0.216,67.21305556,5.5,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
6,pH,pH 5.5,Eubacterium ventriosum VPI 1013B ATCC 27560,3,0,0.030041418,0.265,76.75138889,5.5,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
7,pH,pH 6.9,Eubacterium ventriosum VPI 1013B ATCC 27560,2,1.277142191,0.235781382,0.846,15.99305556,6.9,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
7,pH,pH 6.9,Eubacterium ventriosum VPI 1013B ATCC 27560,2,0,0.255121916,0.878,15.54972222,6.9,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
7,pH,pH 6.9,Eubacterium ventriosum VPI 1013B ATCC 27560,2,0.987177946,0.257956824,0.88,15.54972222,6.9,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
8,pH,pH 7.4,Eubacterium ventriosum VPI 1013B ATCC 27560,1,0.433226091,0.268212034,0.966,18.87472222,7.4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
8,pH,pH 7.4,Eubacterium ventriosum VPI 1013B ATCC 27560,1,0,0.280627069,0.961,19.98305556,7.4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
8,pH,pH 7.4,Eubacterium ventriosum VPI 1013B ATCC 27560,1,0.504673836,0.284745031,0.946,18.87472222,7.4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,,,,
3,osmolality,condition 1: lowest osmolality,Facklamia sp. HGF4 HM-289,1,0.046651219,0.020847847,0.164,7.57,451,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
3,osmolality,condition 1: lowest osmolality,Facklamia sp. HGF4 HM-289,1,-0.004480487,0.021587432,0.158,7.57,451,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
3,osmolality,condition 1: lowest osmolality,Facklamia sp. HGF4 HM-289,1,0,0.022645122,0.171,0.033888889,451,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Facklamia sp. HGF4 HM-289,2,-0.161685136,0.043734966,0.055,14.22,892,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Facklamia sp. HGF4 HM-289,2,-0.180429613,0.046436034,0.057,12.44638889,892,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Facklamia sp. HGF4 HM-289,2,-0.138371986,0.048430059,0.057,12.88972222,892,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Facklamia sp. HGF4 HM-289,3,-0.030147925,0.043315045,0.063,13.33333333,1180,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Facklamia sp. HGF4 HM-289,3,0,0.043734966,0.068,13.555,1180,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Facklamia sp. HGF4 HM-289,3,-0.075859875,0.044599718,0.065,12.44638889,1180,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Facklamia sp. HGF4 HM-289,4,-0.126193366,0.030867109,0.05,21.09166667,1808,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Facklamia sp. HGF4 HM-289,4,-0.134001442,0.032188553,0.054,19.31833333,1808,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Facklamia sp. HGF4 HM-289,4,-0.171083551,0.032892633,0.048,19.76166667,1808,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
5,pH,pH 4,Facklamia sp. HGF4 HM-289,4,0,0,0,0,4,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
5,pH,pH 4,Facklamia sp. HGF4 HM-289,4,0,0,0,0,4,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
5,pH,pH 4,Facklamia sp. HGF4 HM-289,4,0,0,0,0,4,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
6,pH,pH 5.5,Facklamia sp. HGF4 HM-289,3,0,0.009781758,0.043,0.033888889,5.4,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
6,pH,pH 5.5,Facklamia sp. HGF4 HM-289,3,-0.558680872,0.011301599,0.039,71.41194444,5.4,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
6,pH,pH 5.5,Facklamia sp. HGF4 HM-289,3,-0.402946323,0.012089178,0.002,0,5.4,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
7,pH,pH 6.9,Facklamia sp. HGF4 HM-289,2,0,0.020595281,0.093,10.22972222,6.7,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
7,pH,pH 6.9,Facklamia sp. HGF4 HM-289,2,-0.026767926,0.020687435,0.096,8.678055556,6.7,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
7,pH,pH 6.9,Facklamia sp. HGF4 HM-289,2,0.064914662,0.022114808,0.095,11.33833333,6.7,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
8,pH,pH 7.4,Facklamia sp. HGF4 HM-289,1,0.013734552,0.008954499,0.118,7.791666667,7.3,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
8,pH,pH 7.4,Facklamia sp. HGF4 HM-289,1,-0.002736437,0.010858654,0.133,7.126666667,7.3,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
8,pH,pH 7.4,Facklamia sp. HGF4 HM-289,1,0.010326872,0.011075719,0.137,6.24,7.3,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Facklamia,,,,
3,osmolality,condition 1: lowest osmolality,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,-0.139618815,0.042619618,0.571,-0.139618815,472,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
3,osmolality,condition 1: lowest osmolality,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,-0.159349544,0.046692529,0.603,-0.159349544,472,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
3,osmolality,condition 1: lowest osmolality,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,-0.165966859,0.047076829,0.623,-0.165966859,472,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
3,osmolality,condition 1: lowest osmolality,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,0,0.050287983,0.631,0,472,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0,0,0,0,862,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0,0,0,0,862,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0,0,0,0,862,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0,0,0,0,862,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,0,0,0,0,1247,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,0,0,0,0,1247,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,0,0,0,0,1247,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,0,0,0,0,1247,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,1824,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,1824,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,1824,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,1824,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,pH,pH 4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,4.1,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,pH,pH 4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,4.1,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,pH,pH 4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,4.1,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,pH,pH 4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,4,0,0,0,0,4.1,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
6,pH,pH 5.5,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,-0.257626081,0.041869291,0.685,-0.257626081,5.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
6,pH,pH 5.5,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,0,0.042855275,0.695,0,5.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
6,pH,pH 5.5,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,-0.259413027,0.044518749,0.713,-0.259413027,5.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
6,pH,pH 5.5,Fusobacterium nucleatum subsp. Animalis D11 HM-75,3,-0.439504618,0.044600523,0.716,-0.439504618,5.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
7,pH,pH 6.9,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0.047472159,0.020039984,0.275,0.047472159,6.9,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
7,pH,pH 6.9,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0.049478328,0.020327234,0.254,0.049478328,6.9,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
7,pH,pH 6.9,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0,0.026607892,0.465,0,6.9,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
7,pH,pH 6.9,Fusobacterium nucleatum subsp. Animalis D11 HM-75,2,0.138812319,0.028967516,0.422,0.138812319,6.9,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,pH,pH 7.4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,0,0,0,0,7.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,pH,pH 7.4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,0,0,0,0,7.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,pH,pH 7.4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,0,0,0,0,7.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,pH,pH 7.4,Fusobacterium nucleatum subsp. Animalis D11 HM-75,1,0,0,0,0,7.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,osmolality,condition 1: lowest osmolality,Fusobacterium ulcerans 12_1B HM-57,1,0.270375522,0.397783841,1.239,0.270375522,363,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,osmolality,condition 1: lowest osmolality,Fusobacterium ulcerans 12_1B HM-57,1,0,0.424410586,1.281,0,363,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
5,osmolality,condition 1: lowest osmolality,Fusobacterium ulcerans 12_1B HM-57,1,0.30578353,0.434174668,1.294,0.30578353,363,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,2,0.217563432,0.29752932,1.21,0.217563432,901,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,2,0,0.302386793,1.217,0,901,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
8,osmolality,condition 2: ~890 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,2,0.337117005,0.305185402,1.24,0.337117005,901,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,3,0,0.171369213,1.232,0,1166,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,3,0.167840129,0.21074879,1.608,0.167840129,1166,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,3,0.191379023,0.216237495,1.363,0.191379023,1166,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,4,0,0,0,0,1852,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,4,0,0,0,0,1852,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
4,osmolality,condition 4: ~1800 mOsm/kg,Fusobacterium ulcerans 12_1B HM-57,4,0,0,0,0,1852,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
9,pH,pH 4,Fusobacterium ulcerans 12_1B HM-57,4,0,0,0,0,4,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
9,pH,pH 4,Fusobacterium ulcerans 12_1B HM-57,4,0,0,0,0,4,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
9,pH,pH 4,Fusobacterium ulcerans 12_1B HM-57,4,0,0,0,0,4,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
10,pH,pH 5.5,Fusobacterium ulcerans 12_1B HM-57,3,0.852036574,0.083688381,0.732,0.852036574,5.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
10,pH,pH 5.5,Fusobacterium ulcerans 12_1B HM-57,3,0.605211542,0.120090643,0.831,0.605211542,5.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
10,pH,pH 5.5,Fusobacterium ulcerans 12_1B HM-57,3,0,0.128681511,0.796,0,5.6,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
